bloque,id_registro,etiqueta_llm,confianza_llm,justificacion_llm,modelo
test,4079,negativo,0.85,"Elogia precios, pero muchas quejas, tono crítico",openai/gpt-oss-120b
test,3617,muy positivo,0.95,"Entusiasmo fuerte, recomienda ampliamente",openai/gpt-oss-120b
test,1546,muy positivo,0.96,Expresa amor y elogios sin reservas,openai/gpt-oss-120b
test,1630,muy negativo,0.98,"Queja severa, tono de enojo extremo",openai/gpt-oss-120b
test,875,muy positivo,0.88,Elogio entusiasta a la atención,openai/gpt-oss-120b
test,1070,negativo,0.85,"Queja por larga espera, tono insatisfecho",openai/gpt-oss-120b
test,2602,positivo,0.85,Destaca comodidad por poca gente,openai/gpt-oss-120b
test,3155,positivo,0.85,"Elogia presentación y sanitarios, tono satisfecho",openai/gpt-oss-120b
test,4715,negativo,0.8,"Advierte peligros, tono crítico",openai/gpt-oss-120b
test,4051,negativo,0.92,"Personal desinformado, queja sobre atención.",openai/gpt-oss-120b
test,1937,positivo,0.95,"Elogia higiene y servicio, sin peros.",openai/gpt-oss-120b
test,3254,negativo,0.9,Muchas quejas superan elogios breves.,openai/gpt-oss-120b
test,321,negativo,0.85,"Cierre y falta de atención, tono negativo.",openai/gpt-oss-120b
test,1308,positivo,0.93,"Elogia atención, menciona falta menor.",openai/gpt-oss-120b
test,4299,muy positivo,0.97,"Entusiasmo, recomendación fuerte, experiencia positiva.",openai/gpt-oss-120b
test,3394,negativo,0.9,"Critica señalización y atención, tono negativo.",openai/gpt-oss-120b
test,4167,muy positivo,0.96,"Elogio amplio, recomienda sin reservas.",openai/gpt-oss-120b
test,3452,muy positivo,0.95,"Alto entusiasmo, recomienda fuertemente.",openai/gpt-oss-120b
test,2459,positivo,0.92,"Queja de cola, pero elogio fuerte al servicio.",openai/gpt-oss-120b
test,1454,muy negativo,0.96,"Robo sospechoso, queja grave, recomienda evitar.",openai/gpt-oss-120b
test,1252,muy positivo,0.98,Entusiasmo y recomendación clara.,openai/gpt-oss-120b
test,4613,positivo,0.9,"Elogia variedad y trato, sin peros.",openai/gpt-oss-120b
test,973,muy positivo,0.96,"Alto elogio, atención excelente.",openai/gpt-oss-120b
test,2629,muy positivo,0.9,Entusiasmo y elogio sin reservas.,openai/gpt-oss-120b
test,4780,positivo,0.9,"Elogio orden y trato, tono positivo.",openai/gpt-oss-120b
test,2616,positivo,0.9,"Resalta variedad y ofertas, tono positivo.",openai/gpt-oss-120b
test,2760,muy negativo,0.97,"Denuncia fraude, tono muy negativo.",openai/gpt-oss-120b
test,1075,neutral,0.85,"Elogia rapidez, critica conocimientos, balanceado.",openai/gpt-oss-120b
test,2485,muy negativo,0.96,"Queja grave de servicio, tono muy negativo.",openai/gpt-oss-120b
test,2431,muy negativo,0.0,"Servicio pésimo, tiempo perdido, problema no resuelto.",openai/gpt-oss-120b
test,4590,muy positivo,0.0,"Buen servicio, calidad, recomendado, variedad.",openai/gpt-oss-120b
test,1261,positivo,0.0,Ofertas buenas y variedad de productos.,openai/gpt-oss-120b
test,4798,muy positivo,0.0,"Limpio, ordenado, atención amable, ambiente tranquilo.",openai/gpt-oss-120b
test,4684,positivo,0.0,"Ordenado y limpio, pero pocas cajas disponibles.",openai/gpt-oss-120b
test,4424,muy positivo,0.0,"Amplia, fresca, personal atento y paciente.",openai/gpt-oss-120b
test,2055,muy positivo,0.0,Atención rápida y muy buena para el cliente.,openai/gpt-oss-120b
test,4594,positivo,0.0,"Ubicación buena, variedad de precios y productos.",openai/gpt-oss-120b
test,2125,negativo,0.0,"Personal bueno, pero jefes engreídos sin empatía.",openai/gpt-oss-120b
test,3657,neutral,0.0,"Buenos precios para locales, extranjeros no reciben descuentos.",openai/gpt-oss-120b
test,792,positivo,0.0,Comentario breve pero positivo.,openai/gpt-oss-120b
test,4017,positivo,0.0,"Seguridad, limpieza y buena atención; patio con pocas opciones.",openai/gpt-oss-120b
test,3703,neutral,0.0,Descripción del mall sin valoración clara.,openai/gpt-oss-120b
test,1080,positivo,0.0,Personal siempre muy amable.,openai/gpt-oss-120b
test,1769,muy positivo,0.0,"Gran variedad, precios buenos, todo disponible, excelente relación calidad-precio.",openai/gpt-oss-120b
test,767,negativo,0.0,Largas colas y atención insuficiente.,openai/gpt-oss-120b
test,2091,positivo,0.0,Atención muy buena y rápida.,openai/gpt-oss-120b
test,1267,muy positivo,0.0,"Gran tienda, personal amable, precios buenos y ofertas frecuentes.",openai/gpt-oss-120b
test,4493,muy negativo,0.0,"Cobran por baño, consideran abuso, desaniman turistas.",openai/gpt-oss-120b
test,1264,positivo,0.0,"Servicio bueno, variado, ordenado y personal amable.",openai/gpt-oss-120b
test,3323,neutral,0.78,Mezcla elogios y quejas; balance entre positivos y negativos.,openai/gpt-oss-120b
test,4693,positivo,0.85,"Variedad y atención buenas, comida regular; satisfacción moderada.",openai/gpt-oss-120b
test,1962,muy positivo,0.95,"Elogio total, sin quejas; entusiasmo máximo.",openai/gpt-oss-120b
test,3659,negativo,0.8,"Queja por falta de caja preferencial, tono frustrado.",openai/gpt-oss-120b
test,4685,positivo,0.8,"Breve reseña positiva, destaca variedad y ofertas.",openai/gpt-oss-120b
test,3294,muy positivo,0.85,"Califica como uno de los mejores locales, elogio fuerte.",openai/gpt-oss-120b
test,4501,muy negativo,0.9,"Servicio peor, problemas de ticket y protocolos; muy insatisfecho.",openai/gpt-oss-120b
test,2082,muy positivo,0.9,"Elogio entusiasta, invita a visitar, atención excelente.",openai/gpt-oss-120b
test,2992,muy positivo,0.9,"Destaca orden, limpieza, precios bajos; sin críticas.",openai/gpt-oss-120b
test,1646,positivo,0.8,"Información útil, servicio rápido, menciona medidas sanitarias.",openai/gpt-oss-120b
test,588,negativo,0.75,Critica falta de personal en horas pico.,openai/gpt-oss-120b
test,2031,negativo,0.78,Funciona pero calor y falta de aire generan molestia.,openai/gpt-oss-120b
test,4747,muy positivo,0.85,Estacionamiento amplio y atención excelente; muy satisfecho.,openai/gpt-oss-120b
test,2669,muy positivo,0.9,"Excelente atención, variedad y cajas rápidas; muy positivo.",openai/gpt-oss-120b
test,4663,positivo,0.8,"Cafetería agradable, sugiere baños para padres; tono positivo.",openai/gpt-oss-120b
test,3809,muy negativo,0.95,"Quejas extensas, servicio lento, desorganizado; muy negativo.",openai/gpt-oss-120b
test,1444,muy negativo,0.9,"Demora entrega, respuesta insuficiente; frustración alta.",openai/gpt-oss-120b
test,1829,muy negativo,0.9,"Pésima atención, experiencia muy mala; muy negativo.",openai/gpt-oss-120b
test,4400,neutral,0.78,"Orden y atención buenos, precios altos; balanceado.",openai/gpt-oss-120b
test,3539,neutral,0.78,"Espacioso y variedad, pero vestuarios sucios; mixto.",openai/gpt-oss-120b
test,4748,positivo,0.9,"Variedad y ambiente tranquilo, tono positivo sin exageración.",openai/gpt-oss-120b
test,978,muy positivo,0.96,"Elogio entusiasta, recomienda fuertemente, sin reservas.",openai/gpt-oss-120b
test,3434,positivo,0.85,"Destaca variedad y gusto, menciona falta de seguridad, tono mayormente positivo.",openai/gpt-oss-120b
test,2441,negativo,0.9,"Critica atención y trato, pese a buena tecnología, tono negativo.",openai/gpt-oss-120b
test,2666,neutral,0.8,Descripción objetiva sin elogios ni quejas marcadas.,openai/gpt-oss-120b
test,2065,positivo,0.9,"Atención muy buena, esperanza de continuidad, tono positivo.",openai/gpt-oss-120b
test,888,muy negativo,0.97,"Queja grave, se siente estafado, tono de enojo intenso.",openai/gpt-oss-120b
test,4192,negativo,0.88,"Error de venta genera molestia y pérdida de tiempo, tono insatisfecho.",openai/gpt-oss-120b
test,3177,positivo,0.85,"Resalta opciones y ubicación, menciona tráfico como único inconveniente.",openai/gpt-oss-120b
test,958,positivo,0.9,"Elogia ambiente y oficinas, señala ascensores como problema menor.",openai/gpt-oss-120b
test,1421,positivo,0.9,"Describe lugar completo y amable, tono favorable.",openai/gpt-oss-120b
test,3742,positivo,0.9,"Tranquilo y familiar, tono positivo sin exageración.",openai/gpt-oss-120b
test,331,negativo,0.9,"Demora excesiva y atención mínima, tono claramente insatisfecho.",openai/gpt-oss-120b
test,3794,muy positivo,0.95,"Elogio entusiasta, destaca calidad y ofertas, recomendación fuerte.",openai/gpt-oss-120b
test,3372,negativo,0.88,"Retiro en tienda lento y engorroso, tono insatisfecho.",openai/gpt-oss-120b
test,2407,muy negativo,0.96,"Experiencia pésima, cobros extra, falta de solución, tono de enojo.",openai/gpt-oss-120b
test,1824,negativo,0.85,"Robo por falta de seguridad, expresa descontento y preocupación.",openai/gpt-oss-120b
test,2539,positivo,0.9,"Ambiente limpio y atención buena, sugiere mejora en señalización.",openai/gpt-oss-120b
test,2135,muy negativo,0.95,"Queja grave sobre gestión de reclamos, tono de frustración y enojo.",openai/gpt-oss-120b
test,2449,negativo,0.88,"Lenta atención y falta de asientos, tono insatisfecho.",openai/gpt-oss-120b
test,4307,muy positivo,0.97,"Entusiasmo, elogios sin reservas, recomienda el lugar.",openai/gpt-oss-120b
test,2406,muy negativo,0.96,"Queja grave, advierte a otros, falta de empatía.",openai/gpt-oss-120b
test,1365,neutral,0.9,"Comentario informativo, sin valoración positiva ni negativa.",openai/gpt-oss-120b
test,1885,positivo,0.92,"Satisfecho con ofertas, compra sin exageración.",openai/gpt-oss-120b
test,538,muy negativo,0.95,"Enojo fuerte, critica actitud del personal.",openai/gpt-oss-120b
test,2008,negativo,0.88,"Insatisfacción clara, atención deficiente, sin exageración.",openai/gpt-oss-120b
test,1680,muy negativo,0.96,"Cobro doble, queja grave, recomienda evitar.",openai/gpt-oss-120b
test,1227,muy positivo,0.97,"Elogio fuerte, recomendación total del servicio.",openai/gpt-oss-120b
test,783,neutral,0.85,"Comentario sin valoración, simplemente informativo.",openai/gpt-oss-120b
test,3365,muy negativo,0.98,"Denuncia estafa, queja grave, advierte a clientes.",openai/gpt-oss-120b
test,3983,positivo,0.9,"Recomendación positiva, sin exageración.",openai/gpt-oss-120b
test,535,muy negativo,0.95,Queja grave por falta de servicio y reclamo.,openai/gpt-oss-120b
test,4148,positivo,0.9,"Mayoría elogios, con pequeños inconvenientes.",openai/gpt-oss-120b
test,1172,positivo,0.92,"Elogio detallado, satisfacción sin exageración.",openai/gpt-oss-120b
test,1781,positivo,0.88,"Descripción positiva, menciona buen precio y variedad.",openai/gpt-oss-120b
test,707,positivo,0.9,"Elogio a la atención, satisfacción moderada.",openai/gpt-oss-120b
test,1721,neutral,0.87,"Elogios y quejas equilibradas, opinión mixta.",openai/gpt-oss-120b
test,3740,positivo,0.9,"Elogio claro, sin exageración.",openai/gpt-oss-120b
test,2490,muy negativo,0.96,"Queja grave, advierte no comprar, posible fraude.",openai/gpt-oss-120b
test,4411,muy positivo,0.95,Entusiasmo y elogio sin reservas.,openai/gpt-oss-120b
test,3715,positivo,0.92,Comentario positivo sobre horario sin entusiasmo,openai/gpt-oss-120b
test,3926,neutral,0.88,Elogia atención pero menciona cierre temprano,openai/gpt-oss-120b
test,672,muy negativo,0.96,"Queja grave por horarios, atención y servicio deficiente",openai/gpt-oss-120b
test,3828,muy negativo,0.95,Fuerte crítica a incompetencia y rotación de personal,openai/gpt-oss-120b
test,2556,muy positivo,0.97,Elogio completo y recomendación entusiasta,openai/gpt-oss-120b
test,1346,muy positivo,0.96,"Alto elogio a atención, ofertas y precios",openai/gpt-oss-120b
test,3222,muy negativo,0.97,"Denuncia grave de mala atención, instalaciones sucias y desorganización",openai/gpt-oss-120b
test,4625,positivo,0.9,Menciona buena promoción sin entusiasmo excesivo,openai/gpt-oss-120b
test,4698,muy positivo,0.96,"Elogio amplio a calidad, limpieza y servicio",openai/gpt-oss-120b
test,4378,positivo,0.89,"Resalta ubicación y personal agradable, tono moderado",openai/gpt-oss-120b
test,3665,muy negativo,0.96,Queja extensa sobre falta de capacitación y maltrato,openai/gpt-oss-120b
test,2384,muy negativo,0.96,Fuerte crítica a prepotencia y largas esperas,openai/gpt-oss-120b
test,3316,muy positivo,0.95,Entusiasmo por cercanía y buenas promociones,openai/gpt-oss-120b
test,3436,muy positivo,0.95,Elogio breve pero entusiasta a marcas y atención,openai/gpt-oss-120b
test,4203,neutral,0.88,Alaba tienda pero critica cobro de cochera,openai/gpt-oss-120b
test,2299,negativo,0.9,Insatisfacción por lenta atención sin exagerar,openai/gpt-oss-120b
test,1131,muy negativo,0.96,Denuncia grave de falta de respeto y abandono,openai/gpt-oss-120b
test,3525,negativo,0.89,Desaprobación de tarjeta por procesos lentos,openai/gpt-oss-120b
test,1156,negativo,0.9,Queja por ausencia de ofertas y alta concurrencia,openai/gpt-oss-120b
test,3618,muy positivo,0.95,Entusiasmo por experiencia acogedora con mascota,openai/gpt-oss-120b
test,1541,muy positivo,0.85,"Entusiasta, invita, destaca novedades y poca aglomeración",openai/gpt-oss-120b
test,4433,muy positivo,0.9,"Elogia stock, ofertas, limpieza y atención excelente",openai/gpt-oss-120b
test,4464,positivo,0.8,"Resalta rapidez y variedad, menciona ocasionales faltas de stock",openai/gpt-oss-120b
test,4735,muy positivo,0.9,Expresa amor y satisfacción por variedad y frescura,openai/gpt-oss-120b
test,4153,positivo,0.75,"Comentario positivo sobre decoración navideña, sin exageración",openai/gpt-oss-120b
test,272,neutral,0.9,"Solo describe ubicación, sin valoración",openai/gpt-oss-120b
test,1219,muy positivo,0.95,"Entusiasmo extremo, ama ambiente, marcas y música",openai/gpt-oss-120b
test,2961,positivo,0.8,Elogia variedad y calidad sin exageración,openai/gpt-oss-120b
test,1576,positivo,0.8,"Resalta utilidad y buen servicio, tono neutro‑positivo",openai/gpt-oss-120b
test,1755,positivo,0.85,"Destaca amabilidad y rapidez, tono favorable",openai/gpt-oss-120b
test,1,muy negativo,0.95,Queja grave de mala atención y esperas interminables,openai/gpt-oss-120b
test,1566,positivo,0.8,"Resalta tamaño, ofertas y orden, tono favorable",openai/gpt-oss-120b
test,3987,muy positivo,0.85,Elogia precios bajos y juegos infantiles fenomenales,openai/gpt-oss-120b
test,247,positivo,0.75,"Agradece atención personalizada, aunque trámite fue algo confuso",openai/gpt-oss-120b
test,1835,negativo,0.85,Denuncia ofertas engañosas y precios inconsistentes,openai/gpt-oss-120b
test,2227,muy negativo,0.95,"Acusa estafa, expresa enojo y falta de solución",openai/gpt-oss-120b
test,2540,muy positivo,0.9,"Alaba rapidez, protocolos y precios, recomienda fuertemente",openai/gpt-oss-120b
test,1024,muy negativo,0.95,"Critica atención, cancelación y falta de solución, tono enfadado",openai/gpt-oss-120b
test,991,negativo,0.8,Elogia atención pero advierte servicio WhatsApp pésimo,openai/gpt-oss-120b
test,1695,neutral,0.75,Combina elogio de punto de encuentro con queja menor,openai/gpt-oss-120b
test,4013,positivo,0.95,"Elogio general y recomendación, sin quejas.",openai/gpt-oss-120b
test,3559,negativo,0.9,Quejas de frío y cobro extra superan elogios.,openai/gpt-oss-120b
test,2146,muy negativo,0.96,"Enojo fuerte por atención terrible, sugiere evitar.",openai/gpt-oss-120b
test,3498,positivo,0.93,"Destaca variedad y vendedores amables, sin críticas.",openai/gpt-oss-120b
test,3377,negativo,0.88,Se queja falta de cajero y largas colas.,openai/gpt-oss-120b
test,1296,negativo,0.9,Critica promociones engañosas y falta de sinceridad.,openai/gpt-oss-120b
test,4431,positivo,0.92,"Alaba productos y trato, sin observaciones negativas.",openai/gpt-oss-120b
test,2743,positivo,0.9,Menciona ofertas y lo recomienda.,openai/gpt-oss-120b
test,649,muy negativo,0.88,"Califica servicio como pésimo, pide más atención.",openai/gpt-oss-120b
test,1987,muy negativo,0.95,Denuncia robo total y falta de respuesta.,openai/gpt-oss-120b
test,1196,positivo,0.93,"Elogia variedad y facilidades, solo queja de estacionamiento.",openai/gpt-oss-120b
test,866,positivo,0.9,Solo comenta ubicación favorable.,openai/gpt-oss-120b
test,2258,muy negativo,0.96,"Queja extensa, servicio pésimo, sin solución.",openai/gpt-oss-120b
test,518,muy negativo,0.94,Expresa enojo por poca y lenta atención.,openai/gpt-oss-120b
test,1731,neutral,0.85,"Menciona mejoras y problemas, tono equilibrado.",openai/gpt-oss-120b
test,834,muy negativo,0.93,Critica fuertemente servicio y opciones disponibles.,openai/gpt-oss-120b
test,4301,positivo,0.9,Elogia amplitud y variedad de productos.,openai/gpt-oss-120b
test,3845,neutral,0.8,"Solo menciona banco, sin valoración.",openai/gpt-oss-120b
test,1058,muy negativo,0.97,"Denuncia fraude, mala atención y reclamos ignorados.",openai/gpt-oss-120b
test,4056,negativo,0.88,Se queja de carritos y limitada variedad de ropa.,openai/gpt-oss-120b
test,4764,positivo,0.9,Elogio claro sin quejas,openai/gpt-oss-120b
test,3761,positivo,0.85,"Elogio entusiasta, sin críticas",openai/gpt-oss-120b
test,2856,positivo,0.9,"Mayoría elogios, una queja menor",openai/gpt-oss-120b
test,4350,muy negativo,0.95,"Queja grave de maltrato, recomienda no ir",openai/gpt-oss-120b
test,2541,negativo,0.8,Insatisfacción por cierre y caja limitada,openai/gpt-oss-120b
test,1350,positivo,0.85,Elogio general sin reservas,openai/gpt-oss-120b
test,3344,muy positivo,0.9,"Elogio entusiasta, recomienda implícitamente",openai/gpt-oss-120b
test,3002,muy positivo,0.95,"Entusiasmo máximo, recomendación fuerte",openai/gpt-oss-120b
test,4275,neutral,0.8,Elogio y queja equilibrados,openai/gpt-oss-120b
test,398,negativo,0.85,"Queja fuerte de colas, sin prohibir visita",openai/gpt-oss-120b
test,4705,positivo,0.85,"Elogio con peros sobre precios, recomendación moderada",openai/gpt-oss-120b
test,1020,muy negativo,0.95,Queja grave de traspapeleo y falta de devolución,openai/gpt-oss-120b
test,1651,muy negativo,0.95,Desaconseja el lugar por colas interminables,openai/gpt-oss-120b
test,3236,negativo,0.85,Insatisfacción con personal de cochera y cobros extra,openai/gpt-oss-120b
test,4524,neutral,0.8,Elogios y queja de seguridad equilibrados,openai/gpt-oss-120b
test,2025,negativo,0.85,Queja de largas colas y falta de solución,openai/gpt-oss-120b
test,1348,positivo,0.9,"Elogio con detalle, sin quejas significativas",openai/gpt-oss-120b
test,924,muy negativo,0.95,Queja grave de fraude y no entrega,openai/gpt-oss-120b
test,2637,muy negativo,0.9,Queja severa de mala atención y errores,openai/gpt-oss-120b
test,2907,positivo,0.85,Elogio general con entusiasmo moderado,openai/gpt-oss-120b
test,4365,positivo,0.92,"Variedad y buena comida, solo sugiere más opciones.",openai/gpt-oss-120b
test,4107,neutral,0.85,"Buenos precios y parking, pero advierte discrepancia de precios.",openai/gpt-oss-120b
test,197,muy positivo,0.95,Elogio enfático a organización y protocolos de seguridad.,openai/gpt-oss-120b
test,1420,muy positivo,0.94,"Destaca opciones y ofertas, tono muy entusiasta.",openai/gpt-oss-120b
test,3413,negativo,0.9,"Precios y amabilidad, pero graves fallas de entrega y reembolso.",openai/gpt-oss-120b
test,729,positivo,0.9,"Atención rápida, recomienda ir temprano los domingos.",openai/gpt-oss-120b
test,4529,positivo,0.88,"Elogio general, menciona falta de un pan específico.",openai/gpt-oss-120b
test,3370,muy negativo,0.96,"Queja grave de bloqueo de dinero, desaconseja contratar.",openai/gpt-oss-120b
test,467,muy positivo,0.95,Elogio entusiasta a la atención y opciones del equipo.,openai/gpt-oss-120b
test,2396,muy negativo,0.96,Queja fuerte sobre atención pésima y trato prepotente.,openai/gpt-oss-120b
test,4535,positivo,0.88,"Describe variedad y facilidades, tono favorable.",openai/gpt-oss-120b
test,2953,neutral,0.85,"Elogia variedad y croissants, pero critica empanadas y falta de freidoras.",openai/gpt-oss-120b
test,1809,neutral,0.9,Menciona ubicación céntrica y tráfico sin valoración.,openai/gpt-oss-120b
test,2717,muy positivo,0.9,"Elogio amplio de servicios, variedad y facilidades del centro.",openai/gpt-oss-120b
test,1761,muy positivo,0.93,"Expresa disfrute y agradecimiento, tono entusiasta.",openai/gpt-oss-120b
test,2063,neutral,0.85,Observa personal para agilizar atención sin valoración clara.,openai/gpt-oss-120b
test,4014,muy positivo,0.95,"Recomendación entusiasta, destaca tranquilidad y muchas ofertas.",openai/gpt-oss-120b
test,1492,muy positivo,0.94,"Elogia experiencia fácil, innovación y valores, tono muy positivo.",openai/gpt-oss-120b
test,4009,neutral,0.84,"Alaba instalaciones, pero señala cobro inoperativo y colas.",openai/gpt-oss-120b
test,173,positivo,0.9,Elogio al buen trato recibido en recepción.,openai/gpt-oss-120b
test,2067,negativo,0.78,"Rápida atención, pero rara solución; predominan quejas.",openai/gpt-oss-120b
test,909,muy negativo,0.85,"Personal grosero, no permite hablar; experiencia muy mala.",openai/gpt-oss-120b
test,2304,negativo,0.8,"Largas colas y esperas, sin solución alternativa.",openai/gpt-oss-120b
test,4170,positivo,0.75,Agradece solución justa; tono agradecido y positivo.,openai/gpt-oss-120b
test,1194,positivo,0.7,"Artículos navideños bellos, comentario positivo sencillo.",openai/gpt-oss-120b
test,1177,neutral,0.78,Simpático pero mala ventilación; pros y contras equilibrados.,openai/gpt-oss-120b
test,244,muy positivo,0.9,Entusiasta elogio al banco y personal; recomendación fuerte.,openai/gpt-oss-120b
test,3063,negativo,0.8,"Precio no respetado, siente engaño; queja clara.",openai/gpt-oss-120b
test,4039,positivo,0.7,Lugar bonito y ordenado; opinión positiva.,openai/gpt-oss-120b
test,130,negativo,0.75,Falta de ventanillas y orden; queja negativa.,openai/gpt-oss-120b
test,2451,neutral,0.73,Rápida atención pero solo ventas; mezcla de opiniones.,openai/gpt-oss-120b
test,3511,muy negativo,0.88,"Envíos tardíos, web inútil, amenaza cancelar; enojo fuerte.",openai/gpt-oss-120b
test,1378,positivo,0.78,Amable personal y buen servicio; recomendación moderada.,openai/gpt-oss-120b
test,233,negativo,0.75,"Buena infraestructura, pero colas enormes; predominio negativo.",openai/gpt-oss-120b
test,1530,positivo,0.8,"Tienda ordenada, buenas ofertas, experiencia positiva.",openai/gpt-oss-120b
test,3529,negativo,0.78,"Precios buenos, personal apático y molesto; tono negativo.",openai/gpt-oss-120b
test,1797,muy positivo,0.85,"Diversidad, precios, comida deliciosa, entusiasmo alto.",openai/gpt-oss-120b
test,2003,muy negativo,0.84,Mucha espera y pésima atención; queja severa.,openai/gpt-oss-120b
test,2713,neutral,0.72,"Descuentos buenos, pero calidad de ropa dudosa; mixto.",openai/gpt-oss-120b
test,3649,muy positivo,0.9,"Entusiasta, pet friendly, decoración; recomendación fuerte.",openai/gpt-oss-120b
test,1577,neutral,0.92,"Solo describe servicio y horario, sin valoración.",openai/gpt-oss-120b
test,829,muy positivo,0.88,Expresa entusiasmo y valoración muy positiva.,openai/gpt-oss-120b
test,3878,muy negativo,0.96,Queja grave sobre incompetencia del personal.,openai/gpt-oss-120b
test,4278,positivo,0.91,Elogia variedad y espacio del local.,openai/gpt-oss-120b
test,3393,negativo,0.89,"Expresa insatisfacción clara, predominio de lo malo.",openai/gpt-oss-120b
test,2287,negativo,0.9,"Queja por horario incorrecto, genera insatisfacción.",openai/gpt-oss-120b
test,4240,positivo,0.87,"Elogia varios aspectos, sugiere mejora en cajas.",openai/gpt-oss-120b
test,146,positivo,0.9,Valoración positiva del ambiente y atención.,openai/gpt-oss-120b
test,418,negativo,0.88,Queja por lentitud en el servicio.,openai/gpt-oss-120b
test,3770,positivo,0.9,"Satisfacción al encontrar productos, ambiente ordenado.",openai/gpt-oss-120b
test,4540,positivo,0.9,Elogia ambiente agradable y precios buenos.,openai/gpt-oss-120b
test,3839,negativo,0.9,Queja recurrente de mala atención.,openai/gpt-oss-120b
test,843,neutral,0.92,Solo indica que no es centro comercial.,openai/gpt-oss-120b
test,4477,positivo,0.9,"Elogia atención, educación, orden y limpieza.",openai/gpt-oss-120b
test,1073,negativo,0.86,"Critica varios aspectos, predominan quejas.",openai/gpt-oss-120b
test,4270,muy positivo,0.93,"Entusiasmo por rapidez, variedad y seguridad.",openai/gpt-oss-120b
test,938,positivo,0.85,"Elogia atención actual, aunque con reserva futura.",openai/gpt-oss-120b
test,3858,negativo,0.9,Queja por larga espera y falta de prioridad.,openai/gpt-oss-120b
test,1929,muy positivo,0.96,"Entusiasmo amplio, recomienda y elogia múltiples aspectos.",openai/gpt-oss-120b
test,2740,positivo,0.9,Elogia orden y espacio del lugar.,openai/gpt-oss-120b
test,936,negativo,0.94,"Queja de lentitud y falta de solución, predominan aspectos negativos.",openai/gpt-oss-120b
test,488,positivo,0.93,"Elogio a la atención, tono positivo sin exageración.",openai/gpt-oss-120b
test,1572,muy positivo,0.98,"Entusiasmo alto, recomienda fuertemente, elogios sin reservas.",openai/gpt-oss-120b
test,633,muy negativo,0.96,"Queja grave de engaño y trato horrible, recomienda no ir.",openai/gpt-oss-120b
test,1392,muy positivo,0.92,"Elogio amplio y recomendación fuerte, tono muy positivo.",openai/gpt-oss-120b
test,2614,muy positivo,0.9,"Entusiasmo claro, expresa gran gusto y variedad.",openai/gpt-oss-120b
test,3130,neutral,0.88,"Queja de cola pero resto positivo, polaridad equilibrada.",openai/gpt-oss-120b
test,1590,muy negativo,0.97,"Fuerte queja, califica peor y asegura no volver.",openai/gpt-oss-120b
test,3523,muy negativo,0.96,"Queja grave de engaño, pérdida de tiempo, experiencia desagradable.",openai/gpt-oss-120b
test,44,positivo,0.85,Comentario breve pero positivo.,openai/gpt-oss-120b
test,1884,muy positivo,0.93,"Elogio amplio y recomendación alta, tono muy positivo.",openai/gpt-oss-120b
test,4298,neutral,0.88,"Menciona variedad y desorden, balance entre lo bueno y lo malo.",openai/gpt-oss-120b
test,3882,negativo,0.9,"Queja de lentitud y falta de personal, predominan aspectos negativos.",openai/gpt-oss-120b
test,1560,positivo,0.91,"Elogio amplio del local y ambiente tranquilo, tono positivo.",openai/gpt-oss-120b
test,4374,positivo,0.89,"Elogio y recomendación, muestra satisfacción sin exageración.",openai/gpt-oss-120b
test,915,muy negativo,0.96,"Quejas múltiples, servicio deficiente, intención de cambiar, tono muy negativo.",openai/gpt-oss-120b
test,3491,neutral,0.87,"Elogia orden pero critica comportamiento de clientes, balanceado.",openai/gpt-oss-120b
test,1788,positivo,0.86,"Comentario breve y positivo, sin exageración.",openai/gpt-oss-120b
test,3793,positivo,0.88,"Elogio de precio y calidad, tono positivo.",openai/gpt-oss-120b
test,2850,neutral,0.86,"Alaba mercado pero advierte colas, polaridad equilibrada.",openai/gpt-oss-120b
test,2457,negativo,0.9,"Quejas graves, solo elogio menor al personal",openai/gpt-oss-120b
test,229,negativo,0.95,"Lento, espera 40 min, insatisfacción clara",openai/gpt-oss-120b
test,4387,positivo,0.9,"Facilidad y rapidez, expectativa positiva",openai/gpt-oss-120b
test,2802,negativo,0.9,"Critica calidad de frutas, insatisfacción sin elogios",openai/gpt-oss-120b
test,1275,muy negativo,0.95,"Problema de acceso, decide cambiar tienda",openai/gpt-oss-120b
test,831,positivo,0.9,Elogio a rapidez y cocheras,openai/gpt-oss-120b
test,4046,negativo,0.9,"Error y falta de seguridad, experiencia incómoda",openai/gpt-oss-120b
test,2554,positivo,0.85,"Mayormente elogios, con pequeñas críticas",openai/gpt-oss-120b
test,1803,muy positivo,0.95,"Elogio amplio, recomendación fuerte",openai/gpt-oss-120b
test,4654,muy negativo,0.95,Experiencia caótica y mala atención,openai/gpt-oss-120b
test,2800,negativo,0.85,"Quejas sobre servicio, algunos beneficios menores",openai/gpt-oss-120b
test,1634,neutral,0.9,"Solo informa remodelación, sin valoración",openai/gpt-oss-120b
test,264,neutral,0.85,Descripción informativa sin juicio,openai/gpt-oss-120b
test,4047,muy negativo,0.95,"Queja fuerte a seguridad, experiencia pésima",openai/gpt-oss-120b
test,2387,muy negativo,0.95,"Mala atención, sin solución",openai/gpt-oss-120b
test,815,neutral,0.9,Afirmación sin valoración,openai/gpt-oss-120b
test,575,neutral,0.85,Balance entre buen servicio y lentitud,openai/gpt-oss-120b
